Pheno,UKB ID,IDP short name,,Units,Type,Cat.,Category,modality,Category name,IDP description,N(disc),Npar(disc),Nnonpar(disc),N(rep),Npar(rep),Nnonpar(rep),N(all),Npar(all),Nnonpar(all),Heritability,Heritability(SE)
1614,25116,IDP_dMRI_TBSS_MD_Superior_cerebellar_peduncle_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.72E-01,2.65E-02
1615,25117,IDP_dMRI_TBSS_MD_Superior_cerebellar_peduncle_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.56E-01,2.60E-02
1616,25118,IDP_dMRI_TBSS_MD_Cerebral_peduncle_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.64E-01,1.92E-02
1617,25119,IDP_dMRI_TBSS_MD_Cerebral_peduncle_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.52E-01,2.04E-02
1618,25120,IDP_dMRI_TBSS_MD_Anterior_limb_of_internal_capsule_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.99E-01,2.20E-02
1619,25121,IDP_dMRI_TBSS_MD_Anterior_limb_of_internal_capsule_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.02E-01,2.26E-02
1620,25122,IDP_dMRI_TBSS_MD_Posterior_limb_of_internal_capsule_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.27E-01,2.30E-02
1621,25123,IDP_dMRI_TBSS_MD_Posterior_limb_of_internal_capsule_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.08E-01,2.19E-02
1622,25124,IDP_dMRI_TBSS_MD_Retrolenticular_part_of_internal_capsule_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.54E-01,2.59E-02
1623,25125,IDP_dMRI_TBSS_MD_Retrolenticular_part_of_internal_capsule_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.28E-01,2.68E-02
1624,25126,IDP_dMRI_TBSS_MD_Anterior_corona_radiata_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.23E-01,3.21E-02
1625,25127,IDP_dMRI_TBSS_MD_Anterior_corona_radiata_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.16E-01,3.26E-02
1626,25128,IDP_dMRI_TBSS_MD_Superior_corona_radiata_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.81E-01,3.05E-02
1627,25129,IDP_dMRI_TBSS_MD_Superior_corona_radiata_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.87E-01,3.04E-02
1628,25130,IDP_dMRI_TBSS_MD_Posterior_corona_radiata_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.80E-01,2.87E-02
1629,25131,IDP_dMRI_TBSS_MD_Posterior_corona_radiata_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.81E-01,2.98E-02
1630,25132,IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.35E-01,2.64E-02
1631,25133,IDP_dMRI_TBSS_MD_Posterior_thalamic_radiation_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.50E-01,2.63E-02
1632,25134,IDP_dMRI_TBSS_MD_Sagittal_stratum_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,2.57E-01,2.94E-02
1633,25135,IDP_dMRI_TBSS_MD_Sagittal_stratum_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.24E-01,2.80E-02
1634,25136,IDP_dMRI_TBSS_MD_External_capsule_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.41E-01,2.45E-02
1635,25137,IDP_dMRI_TBSS_MD_External_capsule_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.26E-01,2.52E-02
1636,25138,IDP_dMRI_TBSS_MD_Cingulum_cingulate_gyrus_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,2.75E-01,2.81E-02
1637,25139,IDP_dMRI_TBSS_MD_Cingulum_cingulate_gyrus_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.55E-01,2.62E-02
1638,25140,IDP_dMRI_TBSS_MD_Cingulum_hippocampus_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,2.13E-01,2.38E-02
1639,25141,IDP_dMRI_TBSS_MD_Cingulum_hippocampus_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.14E-01,2.24E-02
1640,25142,IDP_dMRI_TBSS_MD_Fornix_cres+Stria_terminalis_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.67E-01,1.89E-02
1641,25143,IDP_dMRI_TBSS_MD_Fornix_cres+Stria_terminalis_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.49E-01,1.83E-02
1642,25144,IDP_dMRI_TBSS_MD_Superior_longitudinal_fasciculus_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.26E-01,3.10E-02
1643,25145,IDP_dMRI_TBSS_MD_Superior_longitudinal_fasciculus_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,10490,10493,31356,31332,31341,3.30E-01,3.18E-02
1644,25146,IDP_dMRI_TBSS_MD_Superior_fronto-occipital_fasciculus_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.80E-01,2.11E-02
1645,25147,IDP_dMRI_TBSS_MD_Superior_fronto-occipital_fasciculus_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.77E-01,2.05E-02
1646,25148,IDP_dMRI_TBSS_MD_Uncinate_fasciculus_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.56E-01,1.90E-02
1647,25149,IDP_dMRI_TBSS_MD_Uncinate_fasciculus_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.44E-01,1.70E-02
1648,25150,IDP_dMRI_TBSS_MD_Tapetum_R,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.02E-01,2.15E-02
1649,25151,IDP_dMRI_TBSS_MD_Tapetum_L,,AU,float,10,Mean MD,D,WM tract diffusivity,Mean MD (mean diffusivity) in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.13E-01,1.99E-02
1527,25152,IDP_dMRI_TBSS_MO_Middle_cerebellar_peduncle,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.25E-01,2.06E-02
1528,25153,IDP_dMRI_TBSS_MO_Pontine_crossing_tract,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.47E-01,3.80E-02
1529,25154,IDP_dMRI_TBSS_MO_Genu_of_corpus_callosum,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.30E-01,1.70E-02
1530,25155,IDP_dMRI_TBSS_MO_Body_of_corpus_callosum,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.43E-01,2.47E-02
1531,25156,IDP_dMRI_TBSS_MO_Splenium_of_corpus_callosum,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.77E-01,2.14E-02
1532,25157,IDP_dMRI_TBSS_MO_Fornix,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in fornix on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.32E-01,1.84E-02
1533,25158,IDP_dMRI_TBSS_MO_Corticospinal_tract_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.12E-01,2.01E-02
1534,25159,IDP_dMRI_TBSS_MO_Corticospinal_tract_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,8.91E-02,1.93E-02
1535,25160,IDP_dMRI_TBSS_MO_Medial_lemniscus_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.60E-01,2.03E-02
1536,25161,IDP_dMRI_TBSS_MO_Medial_lemniscus_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.66E-01,1.96E-02
1537,25162,IDP_dMRI_TBSS_MO_Inferior_cerebellar_peduncle_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.94E-01,1.83E-02
1538,25163,IDP_dMRI_TBSS_MO_Inferior_cerebellar_peduncle_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.63E-01,1.80E-02
1539,25164,IDP_dMRI_TBSS_MO_Superior_cerebellar_peduncle_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.61E-01,1.74E-02
1540,25165,IDP_dMRI_TBSS_MO_Superior_cerebellar_peduncle_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.80E-01,1.79E-02
1541,25166,IDP_dMRI_TBSS_MO_Cerebral_peduncle_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.36E-01,2.21E-02
1542,25167,IDP_dMRI_TBSS_MO_Cerebral_peduncle_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.61E-01,2.12E-02
1543,25168,IDP_dMRI_TBSS_MO_Anterior_limb_of_internal_capsule_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,3.10E-01,2.39E-02
1544,25169,IDP_dMRI_TBSS_MO_Anterior_limb_of_internal_capsule_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.84E-01,2.23E-02
1545,25170,IDP_dMRI_TBSS_MO_Posterior_limb_of_internal_capsule_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,3.62E-01,2.47E-02
1546,25171,IDP_dMRI_TBSS_MO_Posterior_limb_of_internal_capsule_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,3.47E-01,2.48E-02
1547,25172,IDP_dMRI_TBSS_MO_Retrolenticular_part_of_internal_capsule_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.61E-01,2.30E-02
1548,25173,IDP_dMRI_TBSS_MO_Retrolenticular_part_of_internal_capsule_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.31E-01,2.30E-02
1549,25174,IDP_dMRI_TBSS_MO_Anterior_corona_radiata_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.57E-01,2.07E-02
1550,25175,IDP_dMRI_TBSS_MO_Anterior_corona_radiata_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.51E-01,1.94E-02
1551,25176,IDP_dMRI_TBSS_MO_Superior_corona_radiata_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.95E-01,2.40E-02
1552,25177,IDP_dMRI_TBSS_MO_Superior_corona_radiata_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.91E-01,2.50E-02
1553,25178,IDP_dMRI_TBSS_MO_Posterior_corona_radiata_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.47E-01,1.98E-02
1554,25179,IDP_dMRI_TBSS_MO_Posterior_corona_radiata_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.03E-01,2.02E-02
1555,25180,IDP_dMRI_TBSS_MO_Posterior_thalamic_radiation_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.77E-01,1.81E-02
1556,25181,IDP_dMRI_TBSS_MO_Posterior_thalamic_radiation_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.60E-01,2.04E-02
1557,25182,IDP_dMRI_TBSS_MO_Sagittal_stratum_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.00E-01,1.84E-02
1558,25183,IDP_dMRI_TBSS_MO_Sagittal_stratum_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,1.88E-01,2.04E-02
1559,25184,IDP_dMRI_TBSS_MO_External_capsule_R,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.65E-01,2.06E-02
1560,25185,IDP_dMRI_TBSS_MO_External_capsule_L,,AU,float,9,Mean MO,D,WM tract MO,Mean MO (diffusion tensor mode) in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),20860,20842,20848,10496,-,-,31356,31332,31341,2.69E-01,2.22E-02
