Dataset,Description,Category,ID
26536,Volume-ratio of BrainSegVol-to-eTIV (whole brain),Volume-ratio,437
26537,Volume-ratio of MaskVol-to-eTIV (whole brain),Volume-ratio,438
27059,Area of BA1 (left hemisphere),Area,439
27101,Area of BA1 (right hemisphere),Area,440
27060,Area of BA2 (left hemisphere),Area,441
27102,Area of BA2 (right hemisphere),Area,442
27061,Area of BA3a (left hemisphere),Area,443
27103,Area of BA3a (right hemisphere),Area,444
27062,Area of BA3b (left hemisphere),Area,445
27104,Area of BA3b (right hemisphere),Area,446
27066,Area of BA44 (left hemisphere),Area,447
27108,Area of BA44 (right hemisphere),Area,448
27067,Area of BA45 (left hemisphere),Area,449
27109,Area of BA45 (right hemisphere),Area,450
27063,Area of BA4a (left hemisphere),Area,451
27105,Area of BA4a (right hemisphere),Area,452
27064,Area of BA4p (left hemisphere),Area,453
27106,Area of BA4p (right hemisphere),Area,454
27065,Area of BA6 (left hemisphere),Area,455
27107,Area of BA6 (right hemisphere),Area,456
27070,Area of MT (left hemisphere),Area,457
27112,Area of MT (right hemisphere),Area,458
27068,Area of V1 (left hemisphere),Area,459
27110,Area of V1 (right hemisphere),Area,460
27069,Area of V2 (left hemisphere),Area,461
27111,Area of V2 (right hemisphere),Area,462
27072,Area of entorhinal (left hemisphere),Area,463
27114,Area of entorhinal (right hemisphere),Area,464
27071,Area of perirhinal (left hemisphere),Area,465
27113,Area of perirhinal (right hemisphere),Area,466
27073,Mean thickness of BA1 (left hemisphere),Mean thickness,467
27115,Mean thickness of BA1 (right hemisphere),Mean thickness,468
27074,Mean thickness of BA2 (left hemisphere),Mean thickness,469
27116,Mean thickness of BA2 (right hemisphere),Mean thickness,470
27075,Mean thickness of BA3a (left hemisphere),Mean thickness,471
27117,Mean thickness of BA3a (right hemisphere),Mean thickness,472
27076,Mean thickness of BA3b (left hemisphere),Mean thickness,473
27118,Mean thickness of BA3b (right hemisphere),Mean thickness,474
27080,Mean thickness of BA44 (left hemisphere),Mean thickness,475
27122,Mean thickness of BA44 (right hemisphere),Mean thickness,476
27081,Mean thickness of BA45 (left hemisphere),Mean thickness,477
27123,Mean thickness of BA45 (right hemisphere),Mean thickness,478
27077,Mean thickness of BA4a (left hemisphere),Mean thickness,479
27119,Mean thickness of BA4a (right hemisphere),Mean thickness,480
27078,Mean thickness of BA4p (left hemisphere),Mean thickness,481
27120,Mean thickness of BA4p (right hemisphere),Mean thickness,482
27079,Mean thickness of BA6 (left hemisphere),Mean thickness,483
27121,Mean thickness of BA6 (right hemisphere),Mean thickness,484
27084,Mean thickness of MT (left hemisphere),Mean thickness,485
27126,Mean thickness of MT (right hemisphere),Mean thickness,486
27082,Mean thickness of V1 (left hemisphere),Mean thickness,487
27124,Mean thickness of V1 (right hemisphere),Mean thickness,488
27083,Mean thickness of V2 (left hemisphere),Mean thickness,489
27125,Mean thickness of V2 (right hemisphere),Mean thickness,490
27086,Mean thickness of entorhinal (left hemisphere),Mean thickness,491
27128,Mean thickness of entorhinal (right hemisphere),Mean thickness,492
27085,Mean thickness of perirhinal (left hemisphere),Mean thickness,493
27127,Mean thickness of perirhinal (right hemisphere),Mean thickness,494
27087,Volume of BA1 (left hemisphere),Volume,495
27129,Volume of BA1 (right hemisphere),Volume,496
27088,Volume of BA2 (left hemisphere),Volume,497
27130,Volume of BA2 (right hemisphere),Volume,498
27089,Volume of BA3a (left hemisphere),Volume,499
27131,Volume of BA3a (right hemisphere),Volume,500
27090,Volume of BA3b (left hemisphere),Volume,501
27132,Volume of BA3b (right hemisphere),Volume,502
27094,Volume of BA44 (left hemisphere),Volume,503
27136,Volume of BA44 (right hemisphere),Volume,504
27095,Volume of BA45 (left hemisphere),Volume,505
27137,Volume of BA45 (right hemisphere),Volume,506
27091,Volume of BA4a (left hemisphere),Volume,507
27133,Volume of BA4a (right hemisphere),Volume,508
27092,Volume of BA4p (left hemisphere),Volume,509
27134,Volume of BA4p (right hemisphere),Volume,510
27093,Volume of BA6 (left hemisphere),Volume,511
27135,Volume of BA6 (right hemisphere),Volume,512
27098,Volume of MT (left hemisphere),Volume,513
27140,Volume of MT (right hemisphere),Volume,514
27096,Volume of V1 (left hemisphere),Volume,515
27138,Volume of V1 (right hemisphere),Volume,516
27097,Volume of V2 (left hemisphere),Volume,517
27139,Volume of V2 (right hemisphere),Volume,518
27100,Volume of entorhinal (left hemisphere),Volume,519
27142,Volume of entorhinal (right hemisphere),Volume,520
27099,Volume of perirhinal (left hemisphere),Volume,521
27141,Volume of perirhinal (right hemisphere),Volume,522
27334,Area of G+S-cingul-Ant (left hemisphere),Area,523
27556,Area of G+S-cingul-Ant (right hemisphere),Area,524
27335,Area of G+S-cingul-Mid-Ant (left hemisphere),Area,525
27557,Area of G+S-cingul-Mid-Ant (right hemisphere),Area,526
27336,Area of G+S-cingul-Mid-Post (left hemisphere),Area,527
27558,Area of G+S-cingul-Mid-Post (right hemisphere),Area,528
27329,Area of G+S-frontomargin (left hemisphere),Area,529
27551,Area of G+S-frontomargin (right hemisphere),Area,530
27330,Area of G+S-occipital-inf (left hemisphere),Area,531
27552,Area of G+S-occipital-inf (right hemisphere),Area,532
27331,Area of G+S-paracentral (left hemisphere),Area,533
27553,Area of G+S-paracentral (right hemisphere),Area,534
27332,Area of G+S-subcentral (left hemisphere),Area,535
27554,Area of G+S-subcentral (right hemisphere),Area,536
27333,Area of G+S-transv-frontopol (left hemisphere),Area,537
27555,Area of G+S-transv-frontopol (right hemisphere),Area,538
27345,Area of G-Ins-lg+S-cent-ins (left hemisphere),Area,539
27567,Area of G-Ins-lg+S-cent-ins (right hemisphere),Area,540
27337,Area of G-cingul-Post-dorsal (left hemisphere),Area,541
27559,Area of G-cingul-Post-dorsal (right hemisphere),Area,542
27338,Area of G-cingul-Post-ventral (left hemisphere),Area,543
27560,Area of G-cingul-Post-ventral (right hemisphere),Area,544
27339,Area of G-cuneus (left hemisphere),Area,545
27561,Area of G-cuneus (right hemisphere),Area,546
27340,Area of G-front-inf-Opercular (left hemisphere),Area,547
27562,Area of G-front-inf-Opercular (right hemisphere),Area,548
27341,Area of G-front-inf-Orbital (left hemisphere),Area,549
27563,Area of G-front-inf-Orbital (right hemisphere),Area,550
27342,Area of G-front-inf-Triangul (left hemisphere),Area,551
27564,Area of G-front-inf-Triangul (right hemisphere),Area,552
27343,Area of G-front-middle (left hemisphere),Area,553
27565,Area of G-front-middle (right hemisphere),Area,554
27344,Area of G-front-sup (left hemisphere),Area,555
27566,Area of G-front-sup (right hemisphere),Area,556
27346,Area of G-insular-short (left hemisphere),Area,557
27568,Area of G-insular-short (right hemisphere),Area,558
27349,Area of G-oc-temp-lat-fusifor (left hemisphere),Area,559
27571,Area of G-oc-temp-lat-fusifor (right hemisphere),Area,560
27350,Area of G-oc-temp-med-Lingual (left hemisphere),Area,561
27572,Area of G-oc-temp-med-Lingual (right hemisphere),Area,562
27351,Area of G-oc-temp-med-Parahip (left hemisphere),Area,563
27573,Area of G-oc-temp-med-Parahip (right hemisphere),Area,564
27347,Area of G-occipital-middle (left hemisphere),Area,565
27569,Area of G-occipital-middle (right hemisphere),Area,566
27348,Area of G-occipital-sup (left hemisphere),Area,567
27570,Area of G-occipital-sup (right hemisphere),Area,568
27352,Area of G-orbital (left hemisphere),Area,569
27574,Area of G-orbital (right hemisphere),Area,570
27353,Area of G-pariet-inf-Angular (left hemisphere),Area,571
27575,Area of G-pariet-inf-Angular (right hemisphere),Area,572
27354,Area of G-pariet-inf-Supramar (left hemisphere),Area,573
27576,Area of G-pariet-inf-Supramar (right hemisphere),Area,574
27355,Area of G-parietal-sup (left hemisphere),Area,575
27577,Area of G-parietal-sup (right hemisphere),Area,576
27356,Area of G-postcentral (left hemisphere),Area,577
27578,Area of G-postcentral (right hemisphere),Area,578
27357,Area of G-precentral (left hemisphere),Area,579
27579,Area of G-precentral (right hemisphere),Area,580
27358,Area of G-precuneus (left hemisphere),Area,581
27580,Area of G-precuneus (right hemisphere),Area,582
27359,Area of G-rectus (left hemisphere),Area,583
27581,Area of G-rectus (right hemisphere),Area,584
27360,Area of G-subcallosal (left hemisphere),Area,585
27582,Area of G-subcallosal (right hemisphere),Area,586
27361,Area of G-temp-sup-G-T-transv (left hemisphere),Area,587
27583,Area of G-temp-sup-G-T-transv (right hemisphere),Area,588
27362,Area of G-temp-sup-Lateral (left hemisphere),Area,589
27584,Area of G-temp-sup-Lateral (right hemisphere),Area,590
27363,Area of G-temp-sup-Plan-polar (left hemisphere),Area,591
27585,Area of G-temp-sup-Plan-polar (right hemisphere),Area,592
27364,Area of G-temp-sup-Plan-tempo (left hemisphere),Area,593
27586,Area of G-temp-sup-Plan-tempo (right hemisphere),Area,594
27365,Area of G-temporal-inf (left hemisphere),Area,595
27587,Area of G-temporal-inf (right hemisphere),Area,596
27366,Area of G-temporal-middle (left hemisphere),Area,597
27588,Area of G-temporal-middle (right hemisphere),Area,598
27367,Area of Lat-Fis-ant-Horizont (left hemisphere),Area,599
27589,Area of Lat-Fis-ant-Horizont (right hemisphere),Area,600
27368,Area of Lat-Fis-ant-Vertical (left hemisphere),Area,601
27590,Area of Lat-Fis-ant-Vertical (right hemisphere),Area,602
27369,Area of Lat-Fis-post (left hemisphere),Area,603
